,assignment_number,comments,skill,participant_id,batch,grade
17,13.0,No modifications have been made to the original code distributed to students as part of the assignment. ,Correctness,28,1,F
18,281.0,The student has implemented the baseline requirements to a good standard and has implemented challenge extensions such as weather and disease spread. The coursework instructions have been followed closely.,Correctness,28,1,A+
19,284.0,The baseline tasks are implemented to an acceptable level however som bugs remain. The simulation consistently reaches a steady state where only plants survive. This appears to be related to an error in the propagation method of the animal classes. See bread() for the Lion class where there is an instance check for whether the mating organism is a Jay. Challenge extensions have been implemented well with dynamic weather and disease influencing agent behaviours,Correctness,28,1,C+
0,289.0,"Overall code elegance is good. The readability of the code is high. The modularity of the codebase could be improved: For example, dividing Animal classes into predator/prey sub-types. There are, however, other examples of good extendability in the codebase: such as the FieldStats class.",Code Elegance,28,1,A+
1,555.0,The student used abstract classes and interfaces well. The code is modularised well and is open to extension. The classes and methods adhere to the single-responsibility principle. Common functionality is pushed to the superclasses such as 'Animal',Code Elegance,28,1,A++
2,33.0,The code is very well organised with good use of abstract classes. Common functionality is suitably encapsulated inside super-classes. There are some instances of inappropriate close-coupling of classes including the Wolf and Zebra classes,Code Elegance,28,1,A+
3,176.0,"The code is well organised and for the most part, classes are well modularised and contained. I like the Animal class exposing the cold, hot, etc. behaviours. However, there is a considerable amount of repeated code which could be delegated to a common super-type for predator/prey, etc. ",Code Elegance,28,1,B+
4,619.0,Excellent use of abstract classes and I like the use of enums. The code is implemented with good maintainability and modularity. Good effort has been made to appropriately hide complexity. ,Code Elegance,28,1,A++
5,305.0,"The student exhibits an adept knowledge of encapsulation and modular code design. Abstract classes, enums, and inheritance are used appropriately. The general code structure is well-organised and open to extension. ",Code Elegance,28,1,A++
6,85.0,"The code is competently written, however, further efforts should have been made to improve the modularity of the code. Inheritance is used sparingly and the code could benefit from additional class sub-types such as predator/prey. The poor abstraction is highlighted by Plant being a sub-type of Animal",Code Elegance,28,1,C+
7,6.0,"The code is well presented and is sufficiently maintainable. However, more effort should be made on the use of inheritance and sub-typing. For example, a Predator or Prey class should be implemented to hold repeated code. The methods inside classes are sufficiently self-contained however, and exhibit the single-responsibility principle. ",Code Elegance,28,1,B+
8,428.0,"The student has shown a good understanding of code modularity, inheritance and use of abstract classes. The use of Predator/Prey sub-types is good, and the encapsulation of common behaviours in the Animal class is clean.",Code Elegance,28,1,A++
9,43.0,"The code is implemented competently however further effort should be made on improving the modularity and extensibility of the code. For example, including a Predator/Prey sub-type would be a nice addition, and moving common code to animal super-types would improve the code elegance. Some classes are too tightly-coupled. For example, the agent classes should control their own behaviours under different time and weather conditions, rather than this being governed by the Simulator class",Code Elegance,28,1,B-
10,267.0,"The student uses abstract classes and inheritance appropriately, however, some design decisions negatively impact the elegance of the codebase. For example, the act() method of agents is much too large and is difficult to maintain- mixing logic for many disparate concerns such as breeding and movement. The submission includes what appear to be previous versions of the code in the form of [1].java files (however I have not marked the student lower for these)",Code Elegance,28,1,C+
11,416.0,The code is structured competently with use of enums and inheritance between classes. Introducing a prey and predator subtype could be a good idea for encapsulating common behaviours. ,Code Elegance,28,1,B
12,340.0,"The code is competently structured with appropriate use of inheritance. Further decomposing of classes would be ideal, for example, using a predator and prey class",Code Elegance,28,1,B
13,394.0,The student uses encapsulation and inheritance well. The use of interfaces for 'eatable by' is clever and effective. The inclusion of carnivore and herbivore subtypes makes for easily-maintanable code,Code Elegance,28,1,A+
14,529.0,The student uses encapsulation and inheritance well. The inclusion of Nature as a class type is effective for implementing the Tree and Weed. There are some methods such as act() which are too large and would benefit from being divided further. The passing of 'frogPresent' etc. in these classes should be avoided to reduce tight-coupling of classes,Code Elegance,28,1,B
15,345.0,All features are implemented to an excellent standard. The student shows good understanding of encapsulation and inheritance. The addition of an Actor class type makes for clean code and the sub-division into Predator and Prey improves modularity. Methods are implemented with good use of single-responsibility. ,Code Elegance,28,1,A++
16,121.0,"The student demonstrates a sound understanding of encapsulation and inheritance. The introduction of a Plant superclass is a nice touch. The animal classes could be divided into subtypes of Predator, Prey supertypes for improved modularity. The Creatures class contains too many disparate parts of model logic that should be distributed elsewhere. For example, mixing weather with time, location, and life is not ideal. ",Code Elegance,28,1,B-
17,13.0,No modifications have been made to the original code distributed to students as part of the assignment. ,Code Elegance,28,1,F
18,281.0,"The code is well implemented and the student demonstrates good practise of using encapsulation and inheritance. The code structure would benefit from introducing a predator and prey class, however, the common methods of animals have been moved to the Animal class. The Field class contains helpful methods for identifying the contents of neighbouring cells which makes for clean and extensible code.",Code Elegance,28,1,A-
19,284.0,"The student shows a good understanding of encapsulation and inheritance: For example, introducing the Organism class to contain common methods and properties of agents. However, the plants and animals should be divided into their own subtypes and a predator / prey class would improve modularity. ",Code Elegance,28,1,B
0,289.0,"The documentation is of very high quality and is complete for each class, function, and description of each complex block of code. ",Documentation,28,1,A++
1,555.0,"The student has documented the classes and methods well. Each block is described well with appropriate use of JavaDoc annotations. Unfortunately, the code does include commented-out dead code.",Documentation,28,1,A
2,33.0,The code documentation is complete and of a good quality. Appropriate descriptions of method params and return types are included and ,Documentation,28,1,A++
3,176.0,The code is very well documented across each class. The methods are described well with good JavaDoc annotations for method parameters and return types,Documentation,28,1,A++
4,619.0,The documentation is complete and well-written. The JavaDoc annotations are used well to define parameters and return values. Meaningful descriptions are provided for all code.,Documentation,28,1,A++
5,305.0,"The submission includes a large number of classes, and still each is documented well. Appropriate JavaDoc annotations are used for parameters and return values of methods. Each class and method is described well",Documentation,28,1,A++
6,85.0,"In general, the code is well documented with appropriate JavaDoc annotations. However, there is some inconsistency in the detail included in the documentation. For example, the 'propagate()' method in the Lamb class does not provide details on the return value. ",Documentation,28,1,B+
7,6.0,The code is well documented throughout with good use of JavaDoc annotations to describe parameters and return values. Sufficient detail is given in the documentation to describe each class and method ,Documentation,28,1,A+
8,428.0,The code is very well documented with each class and containing method described well. Appropriate JavaDoc annotations are also used throughout.,Documentation,28,1,A++
9,43.0,"The code is very well documented. Each class, method and property is described in appropriate detail. Suitable JavaDoc annotations are also used throughout",Documentation,28,1,A++
10,267.0,"Most classes and methods are documented and described well. Some blocks of more complex code are also commented well. The student  does not use JavaDoc annotations or describe the inputs and outputs of methods. With the methods being very large, it would be helpful to provide more documentation",Documentation,28,1,B-
11,416.0,All entities are documented to a high standard using JavaDoc annotations and effective descriptions of methods. More complex code blocks are also commented effectively,Documentation,28,1,A+
12,340.0,"The code is very well documented. Each class and method has a good, comprehensive description. Appropriate JavaDoc annotations are used throughout",Documentation,28,1,A+
13,394.0,"The codebase is very well documented throughout. All classes, methods and properties are described well. JavaDoc annotations are used effectively to define method inputs and outputs",Documentation,28,1,A++
14,529.0,The documentation of the code is competent overall however there is a lack of consistency. Some descriptions of classes have been copied-and-pasted leading to confusion. JavaDoc annotations are used appropriately and all properties are described well.,Documentation,28,1,B-
15,345.0,"The documentation is complete and comprehensive. Each class is described well, each method and property are described in detail and appropriate JavaDoc annotations are used to define method inputs and outputs. More complex blocks of code are also commented well",Documentation,28,1,A++
16,121.0,"The code is documented very well throughout. Each class, method, and property is described comprehensively and appropriate JavaDoc annotations are used to define method inputs and outputs.",Documentation,28,1,A++
17,13.0,No modifications have been made to the original code distributed to students as part of the assignment. ,Documentation,28,1,F
18,281.0,"The code is comprehensively documented throughout. All classes, methods, and properties are described well and appropriate JavaDoc annotations are used to describe method inputs and outputs.",Documentation,28,1,A+
19,284.0,"The code is documented well throughout Each class, method, and property is described in good detail and the method inputs and outputs are described with appropriate javaDoc annotations. Some methods have not been documented at all (such as the Jay findFood() method) ",Documentation,28,1,B+
0,289.0,,Readability,26,1,A
1,555.0,,Readability,26,1,A
2,33.0,,Readability,26,1,A+
3,176.0,,Readability,26,1,A++
4,619.0,,Readability,26,1,A-
5,305.0,,Readability,26,1,A+
6,85.0,,Readability,26,1,A++
7,6.0,"Concise code, but there is some dead code in comments.",Readability,26,1,A-
8,428.0,"Concise, clean and well organised.",Readability,26,1,A++
9,43.0,,Readability,26,1,A+
10,267.0,,Readability,26,1,B
11,416.0,Concise and readable.,Readability,26,1,A+
12,340.0,,Readability,26,1,A
13,394.0,,Readability,26,1,B+
14,529.0,Very neatly structured and ordered,Readability,26,1,A+
15,345.0,Very neatly structured and ordered,Readability,26,1,A+
16,121.0,"Concise, clean and well organised.",Readability,26,1,A+
17,13.0,,Readability,26,1,F
18,281.0,,Readability,26,1,A
19,284.0,,Readability,26,1,A
0,289.0,,Correctness,26,1,A++
1,555.0,,Correctness,26,1,A+
2,33.0,,Correctness,26,1,A
3,176.0,,Correctness,26,1,A+
4,619.0,Code compiles and all deliverables are achieved.,Correctness,26,1,A++
5,305.0,"Code compiles and all deliverables are met, simulation is stable.",Correctness,26,1,A++
6,85.0,All core and some optional objectives completed. The code compiles and the simulation is stable.,Correctness,26,1,B+
7,6.0,"All objectives are completed, code compiles and a stable simulation runs.",Correctness,26,1,A+
8,428.0,,Correctness,26,1,A++
9,43.0,,Correctness,26,1,A+
10,267.0,"There is a significant amount of duplication which also follows a poor naming scheme. This is not a correct implementation of a program, although after removing much of the duplicates it compiles.",Correctness,26,1,B
11,416.0,Most deliverables complete and code compiles with a stable simulation.,Correctness,26,1,A-
12,340.0,Most deliverables complete and code compiles with a stable simulation.,Correctness,26,1,A
13,394.0,"Code is generally correct and compiles successfully with a stable simulation, meeting all the objectives.",Correctness,26,1,A+
14,529.0,"Everything compiles and there is a stable simulation, all objectives have been completed to good standard",Correctness,26,1,A++
15,345.0,"All objectives are completed, code compiles and a stable simulation runs.",Correctness,26,1,A++
16,121.0,"Everything compiles and there is a stable simulation, all objectives have been completed to good standard",Correctness,26,1,A++
17,13.0,"No changes to the template code, so no submission was received.",Correctness,26,1,F
18,281.0,"Everything compiles and there is a stable simulation, all objectives have been completed to a good standard",Correctness,26,1,A+
19,284.0,"Everything compiles as it should and there is a stable simulation, all objectives have been completed to a good standard",Correctness,26,1,A++
0,289.0,,Code Elegance,26,1,B
1,555.0,"Code is generally quite clean. Certain aspects of the program may be over-abstracted; for example, the existence of the Simulatable class isn't entirely justified, nor does it make complete sense - everything in your simulation is inherently simulatable. That class seems to be better fitted to describing an organism rather than any simulatable object. Similarly, locatable (which is semantically better defined with an interface rather than a class, if it should even exist) doesn't entirely make sense either. It seems every animal should be locatable anyway, so perhaps animals and other non-animal yet locatable objects should inherit a base class providing these aspects. You have some dead code included also.",Code Elegance,26,1,B
2,33.0,,Code Elegance,26,1,A+
3,176.0,,Code Elegance,26,1,A+
4,619.0,"Generally correct organisation of code but there is a lot of repetition, for example, you have implemented identical getters and setters for identical variables in the class. You can use a private (but not final) variable for the BREEDING_AGE, MAX_AGE, etc, variables in its superclass with no setter such that it is only defined in the constructor, and you don't need to reimplement getters every time.",Code Elegance,26,1,A
5,305.0,"Good use of abstraction, and appropriate class hierarchy. Could avoid lots of repetition by using private variables in superclasses and implementing getters within them. Decent application of qualifiers to class fields and methods.",Code Elegance,26,1,A+
6,85.0,"Refreshingly simple and concise, yet effective code. Good use of class structures and qualifications. Abstractions are clear where they are used and are justified.",Code Elegance,26,1,A+
7,6.0,Mostly appropriate class hierarchy and abstractions are applied. It would be worth considering that semantically it makes less sense for an organism's food value to be determined by the predator rather than a specific food value assigned to a prey. Besides that code is clean and concise. There is a quite a bit of repetition. It seems there are many configuration variables shared across different animals/organisms that are constantly redeclared and reexplained.,Code Elegance,26,1,A-
8,428.0,"Good use of abstraction, and appropriate class hierarchy. Could avoid lots of repetition by using private variables in superclasses and implementing getters within them. Decent application of qualifiers to class fields and methods.",Code Elegance,26,1,A+
9,43.0,"Refreshingly simple and concise, yet effective code. Good use of class structures and qualifications. Abstractions are clear where they are used and are justified.",Code Elegance,26,1,A+
10,267.0,"There are some clear remnants of copy pasting/ChatGPT usage. Class structure is unintuitive, particularly how Elements are structured. ",Code Elegance,26,1,C+
11,416.0,"Mostly appropriate use of OOP techniques, unsure about the necessity of the Gender class. It seems more semantically intact for gender to be an attribute of any entity rather than an entity in itself. Class hierarchy should aim to replicate the domain hierarchy, else you are designing less of an object-oriented system and more of an arbitrarily designed set of data types.",Code Elegance,26,1,A+
12,340.0,"Good use of abstraction, and appropriate class hierarchy. Could avoid lots of repetition by using private variables in superclasses and implementing getters within them. Decent application of qualifiers to class fields and methods.",Code Elegance,26,1,A
13,394.0,"Whilst most abstractions and OOP principles are applied sensibly, there are some fundamental misrepresentations of entities and their position in the class hierarchy. Take, for example, disease - it shouldn't stand that a disease should keep track of every animal it infects, but rather an animal contracts a disease and this affects its behaviour/internal parameters.",Code Elegance,26,1,B+
14,529.0,"Good use of abstraction, and appropriate class hierarchy. Could avoid lots of repetition by using private variables in superclasses and implementing getters within them. Decent application of qualifiers to class fields and methods.",Code Elegance,26,1,A
15,345.0,"Whilst code is generally well written, some aspects of what class/entity should be responsible for what task remain a little unintuitive. For example, it doesn't seem semantically intact for the simulator to decide what animals (predators in this case) should act or not when there is fog. It would make more sense for an Animal to ingest this information and decide what it will do.",Code Elegance,26,1,A
16,121.0,"Code is well written. Abstractions are appropriately used to make code neat and well structured, and functions are appropriately broke down into well sized units. ",Code Elegance,26,1,A+
17,13.0,,Code Elegance,26,1,F
18,281.0,"Code is well written. Abstractions are appropriately used to make code neat and well structured, and functions are appropriately broke down into well sized units. ",Code Elegance,26,1,A+
19,284.0,"Code is well written. Abstractions are appropriately used to make code neat and well structured, and functions are appropriately broke down into well sized units. ",Code Elegance,26,1,A+
0,289.0,,Documentation,26,1,A
1,555.0,"Good, clean code. Class structure and hierarchy are intuitive and well laid out. Appropriate level of commenting. Almost all deliverables are completed.",Documentation,26,1,A
2,33.0,"Good, clean code. Class structure and hierarchy are intuitive and well laid out. Appropriate level of commenting. Almost all deliverables completed.",Documentation,26,1,A+
3,176.0,,Documentation,26,1,A++
4,619.0,Appropriate and insightful comments.,Documentation,26,1,A++
5,305.0,,Documentation,26,1,A++
6,85.0,,Documentation,26,1,A++
7,6.0,  Generally well documented with some repetition.,Documentation,26,1,A
8,428.0,Appropriate but somewhat overcommented.,Documentation,26,1,A+
9,43.0,  Generally well documented with some repetition.,Documentation,26,1,A+
10,267.0,,Documentation,26,1,B
11,416.0,Appropriate and insightful comments.,Documentation,26,1,A+
12,340.0,Appropriate and insightful comments.,Documentation,26,1,A++
13,394.0,,Documentation,26,1,A++
14,529.0,,Documentation,26,1,A+
15,345.0,Appropriate but somewhat overcommented.,Documentation,26,1,A+
16,121.0,Appropriate but somewhat overcommented.,Documentation,26,1,A+
17,13.0,,Documentation,26,1,F
18,281.0,Appropriate and insightful comments.,Documentation,26,1,A+
19,284.0,Appropriate and insightful comments. Not running the line of overcommenting.,Documentation,26,1,A++
0,541.0,,Readability,09,2,A-
1,580.0,,Readability,09,2,B+
2,173.0,,Readability,09,2,A-
3,198.0,,Readability,09,2,B-
4,552.0,,Readability,09,2,B-
5,171.0,,Readability,09,2,A+
6,207.0,,Readability,09,2,B
7,495.0,,Readability,09,2,C+
8,537.0,,Readability,09,2,A-
9,496.0,,Readability,09,2,A
10,117.0,,Readability,09,2,A-
11,69.0,,Readability,09,2,B+
12,55.0,,Readability,09,2,A-
13,517.0,,Readability,09,2,B
14,682.0,,Readability,09,2,A-
15,664.0,,Readability,09,2,A+
16,9.0,,Readability,09,2,A
17,323.0,,Readability,09,2,B+
18,320.0,,Readability,09,2,B-
19,185.0,,Readability,09,2,B-
0,541.0,,Correctness,09,2,B-
1,580.0,,Correctness,09,2,B+
2,173.0,,Correctness,09,2,A-
3,198.0,,Correctness,09,2,A-
4,552.0,,Correctness,09,2,A-
5,171.0,,Correctness,09,2,A-
6,207.0,,Correctness,09,2,A-
7,495.0,,Correctness,09,2,A-
8,537.0,,Correctness,09,2,B+
9,496.0,,Correctness,09,2,A
10,117.0,,Correctness,09,2,A-
11,69.0,,Correctness,09,2,B+
12,55.0,,Correctness,09,2,B
13,517.0,,Correctness,09,2,A-
14,682.0,,Correctness,09,2,A
15,664.0,,Correctness,09,2,A-
16,9.0,,Correctness,09,2,C
17,323.0,,Correctness,09,2,A+
18,320.0,,Correctness,09,2,A-
19,185.0,,Correctness,09,2,A-
0,541.0,,Code Elegance,09,2,B
1,580.0,,Code Elegance,09,2,B
2,173.0,,Code Elegance,09,2,A-
3,198.0,,Code Elegance,09,2,B
4,552.0,,Code Elegance,09,2,C+
5,171.0,,Code Elegance,09,2,B
6,207.0,,Code Elegance,09,2,C+
7,495.0,,Code Elegance,09,2,B
8,537.0,,Code Elegance,09,2,B+
9,496.0,,Code Elegance,09,2,A
10,117.0,,Code Elegance,09,2,B+
11,69.0,,Code Elegance,09,2,B
12,55.0,,Code Elegance,09,2,A-
13,517.0,,Code Elegance,09,2,B-
14,682.0,,Code Elegance,09,2,B+
15,664.0,,Code Elegance,09,2,B+
16,9.0,,Code Elegance,09,2,B-
17,323.0,,Code Elegance,09,2,A+
18,320.0,,Code Elegance,09,2,C
19,185.0,,Code Elegance,09,2,C
0,541.0,,Documentation,09,2,C+
1,580.0,,Documentation,09,2,B
2,173.0,,Documentation,09,2,A
3,198.0,,Documentation,09,2,B
4,552.0,,Documentation,09,2,A-
5,171.0,,Documentation,09,2,B+
6,207.0,,Documentation,09,2,B-
7,495.0,,Documentation,09,2,B-
8,537.0,,Documentation,09,2,A-
9,496.0,,Documentation,09,2,A
10,117.0,,Documentation,09,2,
11,69.0,,Documentation,09,2,A
12,55.0,,Documentation,09,2,A-
13,517.0,,Documentation,09,2,C+
14,682.0,,Documentation,09,2,B+
15,664.0,,Documentation,09,2,B
16,9.0,,Documentation,09,2,A-
17,323.0,,Documentation,09,2,A+
18,320.0,,Documentation,09,2,A-
19,185.0,,Documentation,09,2,B-
0,458.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",Readability,17,1,A
1,608.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",Readability,17,1,A
2,553.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",Readability,17,1,A-
3,389.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",Readability,17,1,A-
4,377.0,"Great function, class and variable names used. Indentation and general code structure is clear. Great use of self-contained classes.",Readability,17,1,A+
5,46.0,"Great function, class and variable names used. Indentation and general code structure is clear. Great use of self-contained classes.",Readability,17,1,A+
6,80.0,Code is readible but seems to be the same as the default submission.,Readability,17,1,D-
7,82.0,"Great function, class and variable names used. Indentation and general code structure is clear. Great use of self-contained classes.",Readability,17,1,A+
8,651.0,"Great function, class and variable names used. Indentation and general code structure is clear. Great use of self-contained classes.",Readability,17,1,A
9,365.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes.",Readability,17,1,A-
10,526.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Good use of self-contained classes. But could be organised in a simpler way without packaging actors.",Readability,17,1,B
11,255.0,"Great function, class and variable names used. Indentation and general code structure is clear. Great use of self-contained classes.",Readability,17,1,A+
12,98.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear.",Readability,17,1,B-
13,659.0,"Great function, class and variable names used. Indentation and general code structure is clear. Great use of self-contained classes.",Readability,17,1,A+
14,387.0,A few hacky lines and strange name choices but overall good quality layout.,Readability,17,1,B+
15,574.0,"Great function, class and variable names used. Indentation and general code structure is clear. Great use of self-contained classes.",Readability,17,1,A+
16,450.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear.",Readability,17,1,A
17,221.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear.",Readability,17,1,A
18,156.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear.",Readability,17,1,A
19,516.0,"Appropriate function, class and variable names used. Indentation and general code structure is clear. Classes could be better encapsulated.",Readability,17,1,B-
0,458.0,"Creative idea with the Trap class, nice weather implementation and diverse choice of animal classes.",Correctness,17,1,A+
1,608.0,"Base tasks all completed well, nice addition of plants for the challenge class. Simulation elimnates all but two species within very few steps in practice.",Correctness,17,1,B
2,553.0,"Fox and Rabbit classes are used in the simulation which is not permitted, however all challenge and base classes are implemented correctly.",Correctness,17,1,B+
3,389.0,All challenge and base classes are implemented correctly to a high standard.,Correctness,17,1,A+
4,377.0,"Incredible implementation. Great additional GUI functionality, all base and challenge tasks completed to a very high standard.",Correctness,17,1,A++
5,46.0,All challenge and base classes are implemented correctly to a high standard.,Correctness,17,1,A
6,80.0,"No change from the original files, only fox and rabbit classes present.",Correctness,17,1,F
7,82.0,"Creative idea with the hunter class, nice weather implementation and diverse choice of animal classes.",Correctness,17,1,A+
8,651.0,"Creative idea with the lake environment, nice weather implementation and diverse choice of animal classes.",Correctness,17,1,A
9,365.0,"Fox class is used in the simulation which is not permitted, however all challenge and base classes are implemented correctly.",Correctness,17,1,B
10,526.0,Compile error: Incompatible types actors.Actor cannot be converted to Animal.,Correctness,17,1,F
11,255.0,All challenge and base classes are implemented correctly to a high standard.,Correctness,17,1,A+
12,98.0,Simiulator does not run. Caused by: java.lang.NumberFormatException: Cannot parse null string,Correctness,17,1,F
13,659.0,"Incredible implementation. Great additional GUI functionality with the graph feature, all base tasks completed and some challenge tasks completed, all to a very high standard.",Correctness,17,1,A++
14,387.0,"Most challenge and all base classes are implemented correctly to a high standard. However, recycling fox and rabbit classes is against the spirit of the assignment. Extra GUI feature seems to have no functionality in practice.",Correctness,17,1,A-
15,574.0,"Incredible implementation. Great additional GUI functionality, all base and challenge tasks completed to a very high standard.",Correctness,17,1,A++
16,450.0,All base classes are implemented correctly to a high standard.,Correctness,17,1,B+
17,221.0,"Base tasks all completed well, nice addition of plants and weather for the challenge class.",Correctness,17,1,A
18,156.0,"Base tasks all completed well, nice addition of plants and weather for the challenge class.",Correctness,17,1,A
19,516.0,"Base tasks all completed well, nice addition of plants and weather for the challenge class. Simulation elimnates all but two species within very few steps in practice.",Correctness,17,1,B+
0,458.0,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,Code Elegance,17,1,A-
1,608.0,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,Code Elegance,17,1,A+
2,553.0,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,Code Elegance,17,1,A-
3,389.0,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,Code Elegance,17,1,A
4,377.0,Base and challenge tasks are efficiently implemented and remain perfectly readable and maintanable.,Code Elegance,17,1,A++
5,46.0,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,Code Elegance,17,1,A
6,80.0,Code is elegant but seems to be the same as the default submission.,Code Elegance,17,1,D-
7,82.0,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,Code Elegance,17,1,A+
8,651.0,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,Code Elegance,17,1,A
9,365.0,Appropriate approaches taken to implementation of both core and challenge classes. Would've been more desirable to give each animal their own file to make it easier to discrimnate between each of their expected behaviours. This would've also allowed for better maintainability.,Code Elegance,17,1,B-
10,526.0,The classes and packages are set up in quite a convoluted way to the point where the simulator does not compile. ,Code Elegance,17,1,C+
11,255.0,Base and challenge tasks are efficiently implemented and remain perfectly readable and maintanable.,Code Elegance,17,1,A+
12,98.0,Appropriate approaches taken to implementation of both core and challenge classes. Quite readable although hard to judge effectiveness of implementation with no simulation.,Code Elegance,17,1,B
13,659.0,Base and challenge tasks are very efficiently implemented and remain perfectly readable and maintanable.,Code Elegance,17,1,A++
14,387.0,Mostly solid implementation although a few hacky lines exist throughout reducing readability and maintainability.,Code Elegance,17,1,B
15,574.0,Base and challenge tasks are efficiently implemented and remain perfectly readable and maintanable.,Code Elegance,17,1,A+
16,450.0,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,Code Elegance,17,1,A
17,221.0,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,Code Elegance,17,1,A
18,156.0,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,Code Elegance,17,1,A
19,516.0,Appropriate approaches taken to implementation of both core and challenge classes. Classes could be better encapsulated however.,Code Elegance,17,1,B-
0,458.0,Solid use of comments and javadocs however the codebase would benefit greatly from a spellcheck to to comments and perhaps ,Documentation,17,1,A
1,608.0,"Solid use of comments and javadocs, however sometimes displays some overcommenting on lines which have obvious functionality. ",Documentation,17,1,A
2,553.0,"Solid use of comments and javadocs, however sometimes displays some overcommenting on lines which have obvious functionality. ",Documentation,17,1,A-
3,389.0,"Solid use of comments and javadocs, however sometimes displays some overcommenting on lines which have obvious functionality. ",Documentation,17,1,A-
4,377.0,"Solid use of comments and javadocs, however sometimes displays some overcommenting on lines which have obvious functionality. ",Documentation,17,1,A
5,46.0,"Solid use of comments and javadocs, however sometimes displays some overcommenting on lines which have obvious functionality. ",Documentation,17,1,A-
6,80.0,Code is well documented but seems to be the same as the default submission.,Documentation,17,1,D-
7,82.0,Solid use of comments and javadocs.,Documentation,17,1,A+
8,651.0,Solid use of comments and javadocs.,Documentation,17,1,A+
9,365.0,Solid use of comments and javadocs however due to the fact the animals and seperated nicely into seperate classes means that it is tricky to understand what is going on without further comments.,Documentation,17,1,B+
10,526.0,Solid use of comments and javadocs.,Documentation,17,1,A-
11,255.0,"Solid use of comments and javadocs, however sometimes displays some overcommenting on lines which have obvious functionality. ",Documentation,17,1,A
12,98.0,No javadocs used and some comments state the obvious.,Documentation,17,1,B
13,659.0,"Solid use of comments and javadocs, however sometimes displays some overcommenting on lines which have obvious functionality. ",Documentation,17,1,A-
14,387.0,Solid use of comments and javadocs.,Documentation,17,1,A+
15,574.0,"Solid use of comments and javadocs, however sometimes displays some overcommenting on lines which have obvious functionality. ",Documentation,17,1,A
16,450.0,"Solid use of comments and javadocs, however sometimes displays some overcommenting on lines which have obvious functionality. ",Documentation,17,1,A-
17,221.0,Solid use of comments and javadocs however the codebase would benefit greatly from a spellcheck to to comments and perhaps ,Documentation,17,1,A-
18,156.0,"Solid use of comments and javadocs, however sometimes displays some overcommenting on lines which have obvious functionality. ",Documentation,17,1,A-
19,516.0,"Solid use of comments and javadocs, however sometimes displays some overcommenting on lines which have obvious functionality. ",Documentation,17,1,A-
0,458.0,,Readability,19,1,C
1,608.0,,Readability,19,1,A+
2,553.0,,Readability,19,1,A
3,389.0,,Readability,19,1,A
4,377.0,,Readability,19,1,A-
5,46.0,,Readability,19,1,B
6,80.0,,Readability,19,1,F
7,82.0,,Readability,19,1,A
8,651.0,,Readability,19,1,A-
9,365.0,,Readability,19,1,A++
10,526.0,,Readability,19,1,A+
11,255.0,,Readability,19,1,A+
12,98.0,,Readability,19,1,B
13,659.0,,Readability,19,1,A+
14,387.0,,Readability,19,1,B+
15,574.0,,Readability,19,1,A+
16,450.0,,Readability,19,1,A+
17,221.0,,Readability,19,1,B
18,156.0,,Readability,19,1,A+
19,516.0,,Readability,19,1,B
0,458.0,,Correctness,19,1,C
1,608.0,,Correctness,19,1,A+
2,553.0,,Correctness,19,1,C+
3,389.0,,Correctness,19,1,A+
4,377.0,,Correctness,19,1,A
5,46.0,,Correctness,19,1,A
6,80.0,Submission is same as provided template.,Correctness,19,1,F
7,82.0,,Correctness,19,1,A+
8,651.0,,Correctness,19,1,A
9,365.0,,Correctness,19,1,A++
10,526.0,,Correctness,19,1,A+
11,255.0,,Correctness,19,1,A+
12,98.0,,Correctness,19,1,F
13,659.0,,Correctness,19,1,A+
14,387.0,,Correctness,19,1,A
15,574.0,,Correctness,19,1,A++
16,450.0,,Correctness,19,1,A-
17,221.0,,Correctness,19,1,A
18,156.0,,Correctness,19,1,A++
19,516.0,,Correctness,19,1,A
0,458.0,,Code Elegance,19,1,B-
1,608.0,,Code Elegance,19,1,A++
2,553.0,,Code Elegance,19,1,A+
3,389.0,,Code Elegance,19,1,A-
4,377.0,,Code Elegance,19,1,B
5,46.0,,Code Elegance,19,1,A
6,80.0,,Code Elegance,19,1,F
7,82.0,,Code Elegance,19,1,B+
